"store","date","total_sales"
"121","2023-03-06 00:00:00","470.44"
"121","2023-03-07 00:00:00","631.15"
"121","2023-03-08 00:00:00","571.94"
"121","2023-03-09 00:00:00","386.24"
"121","2023-03-10 00:00:00","1160.37"
"121","2023-03-11 00:00:00","421.72"
"121","2023-03-12 00:00:00","1031.77"
"121","2023-04-01 00:00:00","699.79"
"121","2023-04-02 00:00:00","925.02"
"121","2023-04-06 00:00:00","529.80"
"121","2023-04-07 00:00:00","604.23"
"121","2023-04-10 00:00:00","76.60"
"121","2023-04-11 00:00:00","737.97"
"121","2023-04-12 00:00:00","172.93"
"121","2023-05-03 00:00:00","392.03"
"121","2023-05-04 00:00:00","617.44"
"121","2023-05-05 00:00:00","871.37"
"121","2023-06-03 00:00:00","688.84"
"121","2023-06-04 00:00:00","708.50"
"121","2023-06-05 00:00:00","471.21"
"123","2014-01-11 00:00:00","1110.37"
"123","2014-02-02 00:00:00","230.48"
"123","2014-02-08 00:00:00","903.38"
"123","2014-02-09 00:00:00","768.75"
"123","2014-02-11 00:00:00","89.74"
"123","2014-03-02 00:00:00","1172.29"
"123","2014-03-07 00:00:00","92.26"
"123","2014-03-08 00:00:00","412.01"
"123","2014-03-09 00:00:00","495.38"
"123","2014-03-10 00:00:00","1059.31"
"123","2014-03-12 00:00:00","1236.37"
"123","2014-04-01 00:00:00","1332.85"
"123","2014-04-03 00:00:00","240.45"
"123","2014-04-04 00:00:00","502.26"
"123","2014-04-06 00:00:00","961.58"
"123","2014-04-07 00:00:00","1216.79"
"123","2014-04-10 00:00:00","213.62"
"123","2014-04-12 00:00:00","327.10"
"123","2014-05-03 00:00:00","1087.81"
"123","2014-05-04 00:00:00","710.57"
"123","2014-05-05 00:00:00","1017.65"
"123","2014-05-06 00:00:00","292.69"
"123","2014-06-05 00:00:00","416.25"
"123","2015-01-01 00:00:00","305.58"
"123","2015-01-02 00:00:00","681.18"
"123","2015-01-09 00:00:00","46.69"
"123","2015-02-01 00:00:00","1070.35"
"123","2015-02-02 00:00:00","683.69"
"123","2015-02-09 00:00:00","974.08"
"123","2015-02-10 00:00:00","806.32"
"123","2015-02-11 00:00:00","743.82"
"123","2015-02-12 00:00:00","808.40"
"123","2015-03-04 00:00:00","109.23"
"123","2015-03-06 00:00:00","826.01"
"123","2015-03-07 00:00:00","45.31"
"123","2015-03-08 00:00:00","65.83"
"123","2015-03-09 00:00:00","307.55"
"123","2015-03-10 00:00:00","532.02"
"123","2015-03-11 00:00:00","651.85"
"123","2015-03-12 00:00:00","508.02"
"123","2015-04-03 00:00:00","478.68"
"123","2015-04-04 00:00:00","1067.41"
"123","2015-04-05 00:00:00","769.79"
"123","2015-04-06 00:00:00","338.60"
"123","2015-04-07 00:00:00","1038.42"
"123","2015-04-08 00:00:00","1238.88"
"123","2015-05-03 00:00:00","810.37"
"123","2015-05-05 00:00:00","678.63"
"123","2015-05-07 00:00:00","94.27"
"123","2016-01-01 00:00:00","785.71"
"123","2016-01-04 00:00:00","1064.50"
"123","2016-01-06 00:00:00","1036.64"
"123","2016-01-07 00:00:00","1265.52"
"123","2016-01-08 00:00:00","589.93"
"123","2016-01-09 00:00:00","1077.47"
"123","2016-01-11 00:00:00","1270.55"
"123","2016-01-12 00:00:00","177.34"
"123","2016-02-01 00:00:00","566.31"
"123","2016-02-02 00:00:00","1299.49"
"123","2016-02-05 00:00:00","1220.26"
"123","2016-02-10 00:00:00","1334.89"
"123","2016-02-11 00:00:00","20.84"
"123","2016-02-12 00:00:00","916.67"
"123","2016-03-02 00:00:00","43.40"
"123","2016-03-03 00:00:00","1055.79"
"123","2016-03-05 00:00:00","193.84"
"123","2016-03-10 00:00:00","56.89"
"123","2016-03-12 00:00:00","147.61"
"123","2017-01-01 00:00:00","811.20"
"123","2017-01-02 00:00:00","652.51"
"123","2017-01-04 00:00:00","201.83"
"123","2017-01-09 00:00:00","1211.91"
"123","2017-01-10 00:00:00","345.49"
"123","2017-01-11 00:00:00","182.76"
"123","2017-02-03 00:00:00","31.60"
"123","2017-02-04 00:00:00","971.45"
"123","2017-02-05 00:00:00","1115.24"
"123","2017-02-08 00:00:00","920.60"
"123","2017-02-09 00:00:00","118.02"
"123","2017-02-10 00:00:00","1112.68"
"123","2017-02-11 00:00:00","1208.21"
"123","2017-02-12 00:00:00","269.11"
"123","2017-03-03 00:00:00","1255.93"
"123","2017-03-05 00:00:00","173.00"
"123","2017-03-06 00:00:00","851.66"
"123","2017-03-07 00:00:00","655.65"
"123","2017-03-08 00:00:00","309.18"
"123","2017-03-12 00:00:00","890.06"
"123","2017-04-06 00:00:00","561.05"
"123","2017-04-07 00:00:00","531.39"
"123","2018-01-01 00:00:00","1102.62"
"123","2018-01-02 00:00:00","1109.93"
"123","2018-01-06 00:00:00","70.46"
"123","2018-01-07 00:00:00","82.87"
"123","2018-01-08 00:00:00","666.68"
"123","2018-01-10 00:00:00","547.45"
"123","2018-01-11 00:00:00","688.12"
"123","2018-01-12 00:00:00","199.81"
"123","2018-02-03 00:00:00","312.04"
"123","2018-02-04 00:00:00","100.66"
"123","2018-02-05 00:00:00","677.83"
"123","2018-02-06 00:00:00","1064.50"
"123","2018-02-07 00:00:00","1232.22"
"123","2018-02-08 00:00:00","654.27"
"123","2018-02-09 00:00:00","1033.19"
"123","2018-02-10 00:00:00","867.05"
"123","2018-02-11 00:00:00","625.52"
"123","2018-02-12 00:00:00","1208.06"
"123","2018-03-03 00:00:00","961.52"
"123","2018-03-04 00:00:00","1137.58"
"123","2018-03-05 00:00:00","674.19"
"123","2018-03-06 00:00:00","148.16"
"123","2018-03-07 00:00:00","54.69"
"123","2018-03-09 00:00:00","337.99"
"123","2019-01-01 00:00:00","1397.72"
"123","2019-01-02 00:00:00","1169.53"
"123","2019-01-06 00:00:00","272.21"
"123","2019-01-10 00:00:00","818.14"
"123","2019-01-12 00:00:00","174.63"
"123","2019-02-04 00:00:00","582.56"
"123","2019-02-05 00:00:00","1074.28"
"123","2019-02-06 00:00:00","934.32"
"123","2019-02-07 00:00:00","1309.34"
"123","2019-02-08 00:00:00","980.50"
"123","2019-03-03 00:00:00","878.28"
"123","2019-03-04 00:00:00","722.32"
"123","2019-03-05 00:00:00","318.30"
"123","2019-03-06 00:00:00","16.89"
"123","2019-03-08 00:00:00","151.69"
"123","2019-04-03 00:00:00","457.69"
"123","2020-01-03 00:00:00","386.96"
"123","2020-01-04 00:00:00","844.61"
"123","2020-01-05 00:00:00","610.23"
"123","2020-01-06 00:00:00","878.72"
"123","2020-01-07 00:00:00","1012.64"
"123","2020-01-12 00:00:00","183.32"
"123","2020-02-03 00:00:00","783.19"
"123","2020-02-04 00:00:00","597.65"
"123","2021-01-01 00:00:00","96.01"
"123","2021-01-09 00:00:00","300.63"
"123","2021-02-04 00:00:00","508.60"
"123","2021-02-08 00:00:00","33.50"
"123","2021-02-09 00:00:00","953.31"
"123","2021-02-10 00:00:00","394.32"
"123","2021-02-11 00:00:00","573.22"
"123","2021-03-04 00:00:00","832.65"
"123","2021-03-05 00:00:00","1202.09"
"123","2021-03-06 00:00:00","1075.43"
"123","2021-03-07 00:00:00","394.06"
"123","2021-03-08 00:00:00","945.30"
"123","2021-03-10 00:00:00","793.72"
"123","2021-03-11 00:00:00","665.88"
"123","2021-03-12 00:00:00","783.70"
"123","2021-04-03 00:00:00","1195.42"
"123","2021-04-05 00:00:00","204.59"
"123","2021-04-06 00:00:00","243.98"
"123","2021-04-07 00:00:00","677.10"
"123","2021-04-08 00:00:00","178.33"
"123","2021-04-12 00:00:00","658.25"
"123","2022-01-01 00:00:00","396.88"
"123","2022-01-02 00:00:00","466.25"
"123","2022-02-01 00:00:00","920.36"
"123","2022-02-02 00:00:00","938.38"
"123","2022-03-04 00:00:00","646.79"
"123","2022-03-06 00:00:00","1192.96"
"123","2022-03-07 00:00:00","100.07"
"123","2022-04-03 00:00:00","1130.97"
"123","2022-04-04 00:00:00","727.82"
"123","2022-04-05 00:00:00","1138.98"
"123","2022-04-06 00:00:00","103.94"
"123","2022-04-07 00:00:00","1314.45"
"123","2022-04-08 00:00:00","363.06"
"123","2022-04-09 00:00:00","560.16"
"123","2022-05-03 00:00:00","18.92"
"123","2022-05-05 00:00:00","149.56"
"123","2022-05-08 00:00:00","867.17"
"123","2022-05-09 00:00:00","720.40"
"123","2022-05-12 00:00:00","1350.88"
"123","2022-06-10 00:00:00","413.97"
"123","2022-06-11 00:00:00","1285.62"
"123","2022-07-10 00:00:00","791.37"
"123","2022-07-11 00:00:00","125.23"
"123","2023-03-08 00:00:00","830.47"
"123","2023-03-09 00:00:00","730.55"
"123","2023-04-01 00:00:00","377.95"
"123","2023-04-02 00:00:00","483.06"
"123","2023-04-06 00:00:00","674.71"
"123","2023-04-07 00:00:00","1047.38"
"123","2023-04-08 00:00:00","348.42"
"123","2023-04-09 00:00:00","637.84"
"123","2023-04-10 00:00:00","967.30"
"123","2023-04-11 00:00:00","512.35"
"123","2023-04-12 00:00:00","1022.83"
"123","2023-05-01 00:00:00","814.24"
"123","2023-05-02 00:00:00","920.35"
"123","2023-05-06 00:00:00","535.04"
"123","2023-05-07 00:00:00","361.11"
"123","2023-05-10 00:00:00","363.86"
"123","2023-05-11 00:00:00","872.24"
"123","2023-05-12 00:00:00","108.07"
"123","2023-06-03 00:00:00","172.25"
"123","2023-06-04 00:00:00","591.89"
"123","2023-06-05 00:00:00","1152.33"
"123","2023-07-03 00:00:00","1110.43"
"123","2023-07-04 00:00:00","849.66"
"123","2023-07-05 00:00:00","177.70"
"202","2014-02-11 00:00:00","921.24"
"202","2014-03-02 00:00:00","319.60"
"202","2014-03-08 00:00:00","924.26"
"202","2014-03-09 00:00:00","661.74"
"202","2014-03-11 00:00:00","262.49"
"202","2014-04-01 00:00:00","104.04"
"202","2014-04-02 00:00:00","908.84"
"202","2014-04-07 00:00:00","117.54"
"202","2014-04-08 00:00:00","223.73"
"202","2014-04-09 00:00:00","690.26"
"202","2014-04-10 00:00:00","1023.48"
"202","2014-04-12 00:00:00","991.81"
"202","2014-05-01 00:00:00","1197.25"
"202","2014-05-03 00:00:00","228.31"
"202","2014-05-04 00:00:00","891.88"
"202","2014-05-06 00:00:00","971.32"
"202","2014-05-07 00:00:00","1043.86"
"202","2014-05-10 00:00:00","247.59"
"202","2014-05-12 00:00:00","273.15"
"202","2014-06-03 00:00:00","1006.89"
"202","2014-06-04 00:00:00","320.59"
"202","2014-06-05 00:00:00","1425.11"
"202","2014-06-06 00:00:00","501.16"
"202","2015-02-01 00:00:00","222.39"
"202","2015-02-02 00:00:00","488.91"
"202","2015-03-01 00:00:00","1087.92"
"202","2015-03-02 00:00:00","795.02"
"202","2015-03-09 00:00:00","1094.20"
"202","2015-03-10 00:00:00","1084.04"
"202","2015-03-11 00:00:00","676.64"
"202","2015-03-12 00:00:00","714.06"
"202","2015-04-04 00:00:00","140.26"
"202","2015-04-06 00:00:00","1038.82"
"202","2015-04-08 00:00:00","108.40"
"202","2015-04-09 00:00:00","179.22"
"202","2015-04-10 00:00:00","216.04"
"202","2015-04-11 00:00:00","669.17"
"202","2015-04-12 00:00:00","591.54"
"202","2015-05-03 00:00:00","267.32"
"202","2015-05-04 00:00:00","1239.11"
"202","2015-05-05 00:00:00","666.50"
"202","2015-05-06 00:00:00","367.80"
"202","2015-05-07 00:00:00","1293.60"
"202","2015-05-08 00:00:00","1259.52"
"202","2015-06-03 00:00:00","1075.76"
"202","2015-06-04 00:00:00","45.66"
"202","2015-06-05 00:00:00","468.75"
"202","2016-01-04 00:00:00","90.60"
"202","2016-01-06 00:00:00","171.31"
"202","2016-01-07 00:00:00","284.89"
"202","2016-01-08 00:00:00","1070.13"
"202","2016-01-09 00:00:00","378.84"
"202","2016-02-01 00:00:00","899.05"
"202","2016-02-04 00:00:00","989.31"
"202","2016-02-06 00:00:00","1005.13"
"202","2016-02-07 00:00:00","1000.46"
"202","2016-02-08 00:00:00","278.10"
"202","2016-02-09 00:00:00","1061.73"
"202","2016-02-11 00:00:00","1070.51"
"202","2016-03-01 00:00:00","402.78"
"202","2016-03-02 00:00:00","1276.87"
"202","2016-03-03 00:00:00","16.30"
"202","2016-03-04 00:00:00","11.77"
"202","2016-03-05 00:00:00","1310.89"
"202","2016-03-10 00:00:00","1319.90"
"202","2016-03-11 00:00:00","101.18"
"202","2016-03-12 00:00:00","1172.85"
"202","2016-04-03 00:00:00","1311.12"
"202","2016-04-05 00:00:00","93.05"
"202","2016-04-10 00:00:00","66.65"
"202","2016-04-12 00:00:00","249.18"
"202","2017-01-01 00:00:00","570.97"
"202","2017-01-02 00:00:00","666.23"
"202","2017-02-01 00:00:00","701.30"
"202","2017-02-02 00:00:00","641.30"
"202","2017-02-04 00:00:00","216.70"
"202","2017-02-09 00:00:00","1181.38"
"202","2017-02-10 00:00:00","691.98"
"202","2017-02-11 00:00:00","212.09"
"202","2017-03-03 00:00:00","71.94"
"202","2017-03-04 00:00:00","1014.60"
"202","2017-03-05 00:00:00","1104.55"
"202","2017-03-08 00:00:00","785.37"
"202","2017-03-09 00:00:00","184.71"
"202","2017-03-10 00:00:00","721.58"
"202","2017-03-11 00:00:00","1028.82"
"202","2017-03-12 00:00:00","584.47"
"202","2017-04-03 00:00:00","1263.45"
"202","2017-04-05 00:00:00","169.64"
"202","2017-04-06 00:00:00","744.21"
"202","2017-04-07 00:00:00","613.01"
"202","2017-04-08 00:00:00","573.90"
"202","2017-04-12 00:00:00","774.95"
"202","2017-05-06 00:00:00","484.91"
"202","2017-05-07 00:00:00","558.17"
"202","2018-01-01 00:00:00","126.83"
"202","2018-02-01 00:00:00","1193.10"
"202","2018-02-02 00:00:00","1421.75"
"202","2018-02-08 00:00:00","821.41"
"202","2018-02-10 00:00:00","479.66"
"202","2018-02-11 00:00:00","1013.02"
"202","2018-02-12 00:00:00","211.60"
"202","2018-03-03 00:00:00","296.67"
"202","2018-03-04 00:00:00","334.49"
"202","2018-03-05 00:00:00","667.13"
"202","2018-03-06 00:00:00","1338.46"
"202","2018-03-07 00:00:00","1399.04"
